Rank	Kanji	Occurrences	Percentage	Cumulative%	Heisig Index	Heisig Keyword
2275	棺	1264	0.00%	99.32%	1272	coffin
2276	舘	1263	0.00%	99.32%	2980	Bldg. [old]
2277	窯	1262	0.00%	99.32%	1325	kiln
2278	冗	1254	0.00%	99.32%	300	superfluous
2279	喋	1252	0.00%	99.32%	2158	chatter
2280	眞	1250	0.00%	99.32%	-	-
2281	憤	1245	0.00%	99.33%	1199	aroused
2282	痺	1240	0.00%	99.33%	2579	paralysis
2283	庸	1239	0.00%	99.33%	1182	comfortable
2284	蛮	1238	0.00%	99.33%	1747	barbarian
2285	煽	1235	0.00%	99.33%	2540	fanning
2286	仔	1235	0.00%	99.33%	2113	animal offspring
2287	柵	1232	0.00%	99.33%	2507	palisade
2288	嘘	1232	0.00%	99.33%	2167	fib
2289	舵	1226	0.00%	99.34%	2674	rudder
2290	櫓	1225	0.00%	99.34%	2508	turret
2291	嬢	1224	0.00%	99.34%	1530	lass
2292	牢	1223	0.00%	99.34%	2213	jail
2293	巫	1221	0.00%	99.34%	2930	sorceress
2294	篭	1219	0.00%	99.34%	2638	cage
2295	炊	1219	0.00%	99.34%	468	cook
2296	痴	1216	0.00%	99.34%	1683	stupid
2297	眉	1216	0.00%	99.34%	2583	eyebrow
2298	膳	1216	0.00%	99.35%	2468	dining tray
2299	汗	1214	0.00%	99.35%	1651	sweat
2300	蜀	1211	0.00%	99.35%	-	-
2301	囃	1208	0.00%	99.35%	-	-
2302	桶	1207	0.00%	99.35%	2530	bucket
2303	鈍	1207	0.00%	99.35%	1495	dull
2304	桓	1206	0.00%	99.35%	-	-
2305	窺	1205	0.00%	99.35%	2613	peep
2306	錠	1204	0.00%	99.35%	383	lock
2307	喩	1204	0.00%	99.36%	-	-
2308	壺	1201	0.00%	99.36%	-	-
2309	矩	1192	0.00%	99.36%	2585	carpenter's square
2310	諡	1192	0.00%	99.36%	-	-
2311	葵	1191	0.00%	99.36%	2391	hollyhock
2312	扁	1184	0.00%	99.36%	-	-
2313	瞭	1183	0.00%	99.36%	2582	obvious
2314	稜	1180	0.00%	99.36%	2610	imperial authority
2315	滴	1170	0.00%	99.36%	442	drip
2316	渇	1165	0.00%	99.37%	451	thirst
2317	寡	1163	0.00%	99.37%	617	widow
2318	隼	1160	0.00%	99.37%	2879	peregrine falcon
2319	拷	1157	0.00%	99.37%	1255	torture
2320	儲	1156	0.00%	99.37%	2118	make a profit
2321	某	1151	0.00%	99.37%	1759	so-and-so
2322	轟	1150	0.00%	99.37%	2729	rumble
2323	輛	1145	0.00%	99.37%	-	-
2324	溺	1145	0.00%	99.37%	2308	drowning
2325	且	1145	0.00%	99.38%	2034	moreover
2326	椿	1145	0.00%	99.38%	1569	camellia
2327	馳	1143	0.00%	99.38%	2805	rush
2328	勿	1141	0.00%	99.38%	1049	not
2329	堕	1139	0.00%	99.38%	1314	degenerate
2330	裾	1134	0.00%	99.38%	2624	hem
2331	諮	1133	0.00%	99.38%	475	consult with
2332	煩	1126	0.00%	99.38%	163	anxiety
2333	隋	1122	0.00%	99.38%	-	-
2334	襟	1121	0.00%	99.39%	1099	collar
2335	侮	1119	0.00%	99.39%	989	scorn
2336	嶽	1118	0.00%	99.39%	2987	Point [old]
2337	梱	1115	0.00%	99.39%	2518	bale
2338	晒	1113	0.00%	99.39%	2444	bleaching
2339	疇	1112	0.00%	99.39%	-	-
2340	噌	1109	0.00%	99.39%	2177	miso
2341	頸	1107	0.00%	99.39%	-	-
2342	狐	1106	0.00%	99.39%	2342	fox
2343	魯	1103	0.00%	99.39%	-	-
2344	盧	1102	0.00%	99.40%	-	-
2345	汐	1099	0.00%	99.40%	110	eventide
2346	俸	1099	0.00%	99.40%	1574	stipend
2347	瑠	1098	0.00%	99.40%	2555	marine blue
2348	皐	1096	0.00%	99.40%	2070	lunar month
2349	譚	1093	0.00%	99.40%	-	-
2350	蛋	1088	0.00%	99.40%	2683	protein
2351	縞	1086	0.00%	99.40%	2671	stripe
2352	煎	1086	0.00%	99.40%	2548	roast
2353	緻	1078	0.00%	99.41%	-	-
2354	壱	1075	0.00%	99.41%	457	I (one)
2355	杏	1074	0.00%	99.41%	203	apricot
2356	窃	1073	0.00%	99.41%	1322	stealth
2357	輿	1072	0.00%	99.41%	2860	palanquin
2358	肘	1072	0.00%	99.41%	2464	elbow
2359	蹄	1068	0.00%	99.41%	2741	hoof
2360	榎	1068	0.00%	99.41%	2514	hackberry
2361	騙	1067	0.00%	99.41%	2806	cheat
2362	姪	1066	0.00%	99.41%	2201	niece
2363	匂	1062	0.00%	99.42%	2147	aroma
2364	呑	1061	0.00%	99.42%	2080	quaff
2365	巌	1060	0.00%	99.42%	2978	boulder [old]
2366	棘	1059	0.00%	99.42%	2938	thornbush
2367	奄	1058	0.00%	99.42%	2055	encompassing
2368	罵	1054	0.00%	99.42%	2699	insult
2369	檀	1052	0.00%	99.42%	2525	sandalwood
2370	徽	1050	0.00%	99.42%	-	-
2371	遵	1048	0.00%	99.42%	2031	abide by
2372	榜	1044	0.00%	99.42%	-	-
2373	斥	1043	0.00%	99.43%	1138	reject
2374	拭	1039	0.00%	99.43%	2254	wipe
2375	鰭	1038	0.00%	99.43%	2827	fish fin
2376	喝	1035	0.00%	99.43%	454	hoarse
2377	漑	1033	0.00%	99.43%	-	-
2378	堪	1029	0.00%	99.43%	1770	withstand
2379	漸	1028	0.00%	99.43%	1135	steadily
2380	弄	1027	0.00%	99.43%	2558	tinker with
2381	叛	1025	0.00%	99.43%	2902	rebellion
2382	壕	1021	0.00%	99.43%	2186	dugout
2383	尹	1016	0.00%	99.43%	-	-
2384	謹	1015	0.00%	99.44%	1576	discreet
2385	埠	1010	0.00%	99.44%	2189	wharf
2386	駕	1009	0.00%	99.44%	2803	stretcher
2387	升	1006	0.00%	99.44%	42	measuring box
2388	孵	1005	0.00%	99.44%	-	-
2389	此	1005	0.00%	99.44%	2043	this here
2390	芋	998	0.00%	99.44%	1655	potato
2391	櫻	998	0.00%	99.44%	-	-
2392	瀕	998	0.00%	99.44%	2305	on the verge of
2393	攘	996	0.00%	99.44%	-	-
2394	詮	996	0.00%	99.45%	2717	elucidate
2395	机	994	0.00%	99.45%	210	desk
2396	吟	993	0.00%	99.45%	1589	versify
2397	碧	992	0.00%	99.45%	2588	blue-green
2398	郁	991	0.00%	99.45%	2424	cultured
2399	紗	990	0.00%	99.45%	2673	gossamer
2400	苛	988	0.00%	99.45%	2373	bullying
2401	謂	986	0.00%	99.45%	2725	so-called
2402	慧	985	0.00%	99.45%	2851	astute
2403	苫	984	0.00%	99.45%	2397	thatching
2404	燈	982	0.00%	99.45%	2972	lamp [old]
2405	淑	981	0.00%	99.46%	721	graceful
2406	梓	981	0.00%	99.46%	1498	catalpa
2407	弐	976	0.00%	99.46%	355	II (two)
2408	檜	975	0.00%	99.46%	2964	Japanese cypress [old]
2409	賓	975	0.00%	99.46%	511	V.I.P.
2410	麿	974	0.00%	99.46%	2894	Utamaro
2411	妬	973	0.00%	99.46%	2195	jealous
2412	珂	971	0.00%	99.46%	-	-
2413	栓	970	0.00%	99.46%	264	plug
2414	堵	969	0.00%	99.46%	2192	railing
2415	胚	967	0.00%	99.46%	2458	embryo
2416	榊	965	0.00%	99.47%	2490	sacred Shinto tree
2417	凸	964	0.00%	99.47%	34	convex
2418	矯	962	0.00%	99.47%	1221	rectify
2419	采	961	0.00%	99.47%	2090	grab
2420	厄	953	0.00%	99.47%	1415	unlucky
2421	梗	953	0.00%	99.47%	2498	spiny
2422	璃	953	0.00%	99.47%	2048	crystal
2423	煉	953	0.00%	99.47%	2542	firing
2424	凹	950	0.00%	99.47%	33	concave
2425	彷	950	0.00%	99.47%	-	-
2426	罷	950	0.00%	99.47%	2032	quit
2427	篆	949	0.00%	99.48%	-	-
2428	宍	945	0.00%	99.48%	2216	venison
2429	膠	942	0.00%	99.48%	-	-
2430	厨	941	0.00%	99.48%	2152	kitchen
2431	諫	941	0.00%	99.48%	-	-
2432	嶼	938	0.00%	99.48%	-	-
2433	怨	934	0.00%	99.48%	1420	grudge
2434	瀧	934	0.00%	99.48%	-	-
2435	饉	931	0.00%	99.48%	-	-
2436	鷺	931	0.00%	99.48%	2833	heron
2437	釘	931	0.00%	99.48%	2766	nail
2438	吻	930	0.00%	99.49%	2174	sides of the mouth
2439	咸	929	0.00%	99.49%	-	-
2440	侠	927	0.00%	99.49%	2107	chivalry
2441	伍	927	0.00%	99.49%	2967	V
2442	乞	925	0.00%	99.49%	462	beg
2443	謁	921	0.00%	99.49%	452	audience
2444	峻	920	0.00%	99.49%	2061	steep
2445	于	920	0.00%	99.49%	-	-
2446	罠	920	0.00%	99.49%	-	-
2447	薇	919	0.00%	99.49%	-	-
2448	聯	917	0.00%	99.49%	2676	strung together
2449	陪	916	0.00%	99.49%	1299	auxiliary
2450	冨	915	0.00%	99.50%	-	-
2451	踪	915	0.00%	99.50%	-	-
2452	梯	914	0.00%	99.50%	2479	ladder
2453	坐	909	0.00%	99.50%	2844	sitting in mediation
2454	墾	905	0.00%	99.50%	1971	groundbreaking
2455	而	905	0.00%	99.50%	3006	and then
2456	絆	902	0.00%	99.50%	2658	ties
2457	氾	902	0.00%	99.50%	2301	widespread
2458	毀	901	0.00%	99.50%	2067	break
2459	惚	900	0.00%	99.50%	2277	infatuation
2460	卦	898	0.00%	99.50%	-	-
2461	雁	896	0.00%	99.50%	2150	wild goose
2462	雛	895	0.00%	99.51%	2085	chick
2463	薔	895	0.00%	99.51%	-	-
2464	賦	886	0.00%	99.51%	378	levy
2465	稔	886	0.00%	99.51%	2607	bear fruit
2466	蔭	885	0.00%	99.51%	2374	behind the scenes
2467	允	884	0.00%	99.51%	765	license
2468	旺	883	0.00%	99.51%	2450	effulgent
2469	搾	883	0.00%	99.51%	1324	squeeze
2470	剃	881	0.00%	99.51%	2146	shave
2471	櫛	880	0.00%	99.51%	2476	comb
2472	杭	879	0.00%	99.51%	2484	picket
2473	泄	877	0.00%	99.51%	-	-
2474	款	877	0.00%	99.52%	1097	goodwill
2475	繕	876	0.00%	99.52%	1335	darning
2476	弔	875	0.00%	99.52%	1233	condolences
2477	麹	870	0.00%	99.52%	2753	malt
2478	拗	869	0.00%	99.52%	-	-
2479	妄	868	0.00%	99.52%	487	delusion
2480	樫	867	0.00%	99.52%	2491	evergreen oak
2481	蔓	866	0.00%	99.52%	2359	tendril
2482	孟	864	0.00%	99.52%	2872	start
2483	髭	861	0.00%	99.52%	2047	beard
2484	隘	861	0.00%	99.52%	-	-
2485	芯	851	0.00%	99.52%	2368	wick
2486	濯	850	0.00%	99.53%	577	laundry
2487	鵬	850	0.00%	99.53%	2829	roc
2488	巾	850	0.00%	99.53%	2101	towel
2489	嫉	849	0.00%	99.53%	2202	envy
2490	罹	849	0.00%	99.53%	-	-
2491	鋒	849	0.00%	99.53%	2768	sword's point
2492	衙	848	0.00%	99.53%	-	-
2493	墟	845	0.00%	99.53%	-	-
2494	誅	842	0.00%	99.53%	-	-
2495	禰	840	0.00%	99.53%	-	-
2496	螺	838	0.00%	99.53%	2691	screw
2497	爺	837	0.00%	99.53%	2334	grandpa
2498	綺	836	0.00%	99.54%	2667	ornate
2499	蚕	836	0.00%	99.54%	523	silkworm
2500	朔	834	0.00%	99.54%	2846	first day of the month
2501	曼	832	0.00%	99.54%	2100	mandala
2502	叱	832	0.00%	99.54%	2179	scold
2503	鞘	828	0.00%	99.54%	2784	saddle straps
2504	匡	827	0.00%	99.54%	2892	set straight
2505	寇	826	0.00%	99.54%	-	-
2506	挽	824	0.00%	99.54%	2244	lathe
2507	撒	824	0.00%	99.54%	2271	sprinkle
2508	傀	820	0.00%	99.54%	-	-
2509	逓	817	0.00%	99.54%	1858	parcel post
2510	訛	815	0.00%	99.54%	-	-
2511	儡	814	0.00%	99.55%	-	-
2512	毘	813	0.00%	99.55%	-	-
2513	耆	813	0.00%	99.55%	-	-
2514	玲	811	0.00%	99.55%	2568	tinkling
2515	靭	809	0.00%	99.55%	2786	pliable
2516	掻	808	0.00%	99.55%	2252	scratch
2517	濡	807	0.00%	99.55%	2329	drench
2518	苔	807	0.00%	99.55%	2356	moss
2519	渤	806	0.00%	99.55%	-	-
2520	屏	801	0.00%	99.55%	2223	folding screen
2521	葦	801	0.00%	99.55%	2411	ditch reed
2522	轢	800	0.00%	99.55%	-	-
2523	熾	797	0.00%	99.55%	-	-
2524	蹟	795	0.00%	99.56%	2743	vestiges
2525	鍾	792	0.00%	99.56%	2772	cluster
2526	葺	792	0.00%	99.56%	2392	shingling
2527	煕	791	0.00%	99.56%	3005	cheer
2528	鮎	789	0.00%	99.56%	2817	sweet smelt
2529	禍	786	0.00%	99.56%	1291	calamity
2530	疹	786	0.00%	99.56%	2574	measles
2531	捏	784	0.00%	99.56%	-	-
2532	錫	783	0.00%	99.56%	2764	tin
2533	翠	781	0.00%	99.56%	2863	jade green
2534	站	780	0.00%	99.56%	2620	outpost
2535	醜	779	0.00%	99.56%	2020	ugly
2536	鄧	777	0.00%	99.56%	-	-
2537	斡	776	0.00%	99.56%	2781	auspices
2538	夭	772	0.00%	99.57%	-	-
2539	桟	771	0.00%	99.57%	367	scaffold
2540	做	769	0.00%	99.57%	2132	make do
2541	銚	768	0.00%	99.57%	2755	keg
2542	斧	768	0.00%	99.57%	2333	hatchet
2543	薙	767	0.00%	99.57%	2353	trim
2544	晦	767	0.00%	99.57%	2452	last day of the month
2545	襄	767	0.00%	99.57%	-	-
2546	芹	766	0.00%	99.57%	2396	parsley
2547	槃	766	0.00%	99.57%	2522	enjoyment
2548	覗	765	0.00%	99.57%	2875	peek
2549	痢	765	0.00%	99.57%	1687	diarrhea
2550	涅	762	0.00%	99.57%	2331	fabrication
2551	濠	762	0.00%	99.57%	2306	moat
2552	妾	761	0.00%	99.58%	2622	concubine
2553	梵	761	0.00%	99.58%	2954	brahman
2554	隕	759	0.00%	99.58%	-	-
2555	鰓	758	0.00%	99.58%	-	-
2556	嵩	757	0.00%	99.58%	2224	high-reaching
2557	劾	755	0.00%	99.58%	1523	censure
2558	這	755	0.00%	99.58%	2414	crawl
2559	蟹	754	0.00%	99.58%	2682	crab
2560	殲	751	0.00%	99.58%	-	-
2561	丼	750	0.00%	99.58%	2884	domburi
2562	蕃	750	0.00%	99.58%	2381	grow wild
2563	蝕	749	0.00%	99.58%	2800	eclipse
2564	荊	749	0.00%	99.58%	-	-
2565	縣	748	0.00%	99.58%	-	-
2566	洒	744	0.00%	99.59%	2292	rinse
2567	閃	741	0.00%	99.59%	2774	flash
2568	遙	737	0.00%	99.59%	-	-
2569	甫	737	0.00%	99.59%	2097	offspring
2570	娼	736	0.00%	99.59%	2198	harlot
2571	埴	736	0.00%	99.59%	2183	clay
2572	佑	735	0.00%	99.59%	2126	adjutant
2573	薨	735	0.00%	99.59%	-	-
2574	宕	734	0.00%	99.59%	-	-
2575	疆	732	0.00%	99.59%	-	-
2576	爽	731	0.00%	99.59%	2855	bracing
2577	遜	731	0.00%	99.59%	2422	modest
2578	卯	731	0.00%	99.59%	2041	sign of the hare
2579	肛	727	0.00%	99.59%	2459	anus
2580	喬	726	0.00%	99.60%	2104	heaven-high
2581	酎	724	0.00%	99.60%	2748	hooch
2582	蕭	724	0.00%	99.60%	-	-
2583	渾	724	0.00%	99.60%	2295	gushing
2584	霜	723	0.00%	99.60%	426	frost
2585	亨	719	0.00%	99.60%	3001	go smoothly
2586	嬉	718	0.00%	99.60%	2207	overjoyed
2587	曝	717	0.00%	99.60%	2447	air out
2588	叢	717	0.00%	99.60%	2895	conglomerate
2589	嘗	716	0.00%	99.60%	2870	lick
2590	兜	715	0.00%	99.60%	2854	helmet
2591	崗	714	0.00%	99.60%	-	-
2592	淘	712	0.00%	99.60%	-	-
2593	蝋	712	0.00%	99.60%	2688	wax
2594	洩	711	0.00%	99.60%	2849	dribble out
2595	盃	711	0.00%	99.61%	-	-
2596	昏	710	0.00%	99.61%	2451	dusk
2597	堡	706	0.00%	99.61%	-	-
2598	弼	703	0.00%	99.61%	-	-
2599	按	703	0.00%	99.61%	2259	press down on
2600	妓	700	0.00%	99.61%	2199	courtesan
2601	瓜	698	0.00%	99.61%	1877	melon
2602	腱	698	0.00%	99.61%	-	-
2603	禎	697	0.00%	99.61%	2603	felicitation
2604	拼	693	0.00%	99.61%	-	-
2605	鼠	682	0.00%	99.61%	2065	mouse
2606	亥	682	0.00%	99.61%	1519	sign of the hog
2607	炒	679	0.00%	99.61%	-	-
2608	頬	677	0.00%	99.61%	2792	cheek
2609	湛	674	0.00%	99.61%	2317	inundate
2610	麒	673	0.00%	99.62%	2840	giraffe
2611	祠	672	0.00%	99.62%	-	-
2612	楯	671	0.00%	99.62%	2513	escutcheon
2613	喘	669	0.00%	99.62%	-	-
2614	筈	668	0.00%	99.62%	2646	should
2615	渚	667	0.00%	99.62%	1263	strand
2616	渥	667	0.00%	99.62%	2320	moisten
2617	宦	667	0.00%	99.62%	-	-
2618	橿	667	0.00%	99.62%	2509	sturdy oak
2619	鉾	666	0.00%	99.62%	-	-
2620	丙	664	0.00%	99.62%	1020	third class
2621	擲	661	0.00%	99.62%	-	-
2622	魁	660	0.00%	99.62%	2924	pioneer
2623	漱	659	0.00%	99.62%	2288	gargle
2624	頒	658	0.00%	99.62%	783	partition
2625	呆	658	0.00%	99.62%	2181	dumbfounded
2626	艶	656	0.00%	99.63%	1755	glossy
2627	璋	655	0.00%	99.63%	-	-
2628	殷	653	0.00%	99.63%	-	-
2629	兎	653	0.00%	99.63%	2093	rabbit
2630	荼	652	0.00%	99.63%	-	-
2631	蔡	651	0.00%	99.63%	-	-
2632	渠	650	0.00%	99.63%	-	-
2633	餐	647	0.00%	99.63%	2798	repast
2634	汝	646	0.00%	99.63%	2303	thou
2635	鋸	645	0.00%	99.63%	2759	handsaw
2636	摺	643	0.00%	99.63%	2258	rubbing
2637	靡	643	0.00%	99.63%	-	-
2638	嬰	642	0.00%	99.63%	2193	suckling infant
2639	彿	641	0.00%	99.63%	-	-
2640	橙	640	0.00%	99.63%	-	-
2641	勒	638	0.00%	99.63%	-	-
2642	玖	637	0.00%	99.63%	2565	jet
2643	奢	636	0.00%	99.64%	-	-
2644	膏	635	0.00%	99.64%	2923	ointment
2645	嗅	634	0.00%	99.64%	-	-
2646	逗	634	0.00%	99.64%	2423	standstill
2647	飴	632	0.00%	99.64%	2801	sweets
2648	沃	631	0.00%	99.64%	2079	irrigate
2649	漕	631	0.00%	99.64%	1175	rowing
2650	堯	631	0.00%	99.64%	-	-
2651	愕	629	0.00%	99.64%	-	-
2652	蕎	626	0.00%	99.64%	2369	buckwheat
2653	迭	625	0.00%	99.64%	847	alternate
2654	崔	625	0.00%	99.64%	-	-
2655	箏	625	0.00%	99.64%	-	-
2656	彬	622	0.00%	99.64%	2529	copious
2657	會	618	0.00%	99.64%	-	-
2658	衷	618	0.00%	99.64%	1891	inmost
2659	鯉	618	0.00%	99.64%	176	carp
2660	礫	617	0.00%	99.65%	-	-
2661	咽	617	0.00%	99.65%	2159	windpipe
2662	榛	616	0.00%	99.65%	2475	hazel
2663	槌	616	0.00%	99.65%	2477	wooden hammer
2664	詫	615	0.00%	99.65%	2721	beg pardon
2665	匈	615	0.00%	99.65%	-	-
2666	袴	614	0.00%	99.65%	2626	pleated skirt
2667	鍼	614	0.00%	99.65%	-	-
2668	濾	614	0.00%	99.65%	2328	strainer
2669	蕉	612	0.00%	99.65%	2367	banana
2670	碩	611	0.00%	99.65%	2593	illustrious
2671	琢	604	0.00%	99.65%	2560	hone
2672	竪	602	0.00%	99.65%	2618	longness
2673	愁	601	0.00%	99.65%	901	distress
2674	彭	598	0.00%	99.65%	-	-
2675	腿	598	0.00%	99.65%	-	-
2676	箸	597	0.00%	99.65%	2640	chopsticks
2677	軋	595	0.00%	99.66%	-	-
2678	紘	593	0.00%	99.66%	2662	chinstrap
2679	冤	591	0.00%	99.66%	-	-
2680	咎	590	0.00%	99.66%	2156	reprehend
2681	浙	590	0.00%	99.66%	-	-
2682	碓	587	0.00%	99.66%	2596	mill
2683	鯖	586	0.00%	99.66%	2820	mackerel
2684	塀	586	0.00%	99.66%	1056	fence
2685	怯	586	0.00%	99.66%	2275	wince
2686	酪	586	0.00%	99.66%	1433	dairy products
2687	嘴	582	0.00%	99.66%	-	-
2688	穿	582	0.00%	99.66%	2616	drill
2689	贅	580	0.00%	99.66%	-	-
2690	逼	579	0.00%	99.66%	2420	pressing
2691	砥	577	0.00%	99.66%	2590	grindstone
2692	藪	576	0.00%	99.66%	-	-
2693	粕	575	0.00%	99.66%	2648	settlings
2694	址	574	0.00%	99.66%	-	-
2695	炸	574	0.00%	99.67%	-	-
2696	刹	573	0.00%	99.67%	2144	moment
2697	壷	571	0.00%	99.67%	2904	crock
2698	芭	571	0.00%	99.67%	2386	plantain
2699	薪	569	0.00%	99.67%	1503	firewood
2700	陛	569	0.00%	99.67%	1310	highness
2701	痩	567	0.00%	99.67%	2577	lose weight
2702	嚇	567	0.00%	99.67%	2026	upbraid
2703	珪	566	0.00%	99.67%	2564	silicon
2704	頚	566	0.00%	99.67%	2796	neck and throat
2705	脩	565	0.00%	99.67%	2130	dried meat
2706	莢	561	0.00%	99.67%	-	-
2707	偲	561	0.00%	99.67%	2129	memorial
2708	彌	560	0.00%	99.67%	-	-
2709	倹	559	0.00%	99.67%	1674	frugal
2710	沌	559	0.00%	99.67%	2326	chaos
2711	嘲	558	0.00%	99.67%	2155	derision
2712	垢	558	0.00%	99.67%	2187	blemish
2713	虔	558	0.00%	99.67%	2868	reserved
2714	贄	557	0.00%	99.68%	-	-
2715	鹸	557	0.00%	99.68%	2867	lye
2716	鴎	557	0.00%	99.68%	2828	seagull
2717	傳	556	0.00%	99.68%	-	-
2718	捷	553	0.00%	99.68%	2273	spoils
2719	阮	551	0.00%	99.68%	-	-
2720	娶	550	0.00%	99.68%	-	-
2721	豹	550	0.00%	99.68%	2734	panther
2722	灸	549	0.00%	99.68%	2538	moxa
2723	梢	548	0.00%	99.68%	201	treetops
2724	庚	547	0.00%	99.68%	-	-
2725	鮫	547	0.00%	99.68%	2821	shark
2726	蛹	546	0.00%	99.68%	-	-
2727	囁	546	0.00%	99.68%	2157	whisper
2728	昂	546	0.00%	99.68%	2449	elevate
2729	痘	546	0.00%	99.68%	1684	pox
2730	蘆	546	0.00%	99.68%	-	-
2731	舜	543	0.00%	99.68%	2915	rose of Sharon
2732	媚	543	0.00%	99.68%	-	-
2733	揉	542	0.00%	99.69%	-	-
2734	綜	539	0.00%	99.69%	2660	synthesis
2735	佛	538	0.00%	99.69%	-	-
2736	耽	537	0.00%	99.69%	2679	addiction
2737	矮	534	0.00%	99.69%	-	-
2738	曙	533	0.00%	99.69%	2448	dawn
2739	遁	533	0.00%	99.69%	2416	elude (RTK3)
2740	珊	533	0.00%	99.69%	2561	coral
2741	紆	533	0.00%	99.69%	-	-
2742	廿	532	0.00%	99.69%	1190	twenty
2743	陝	532	0.00%	99.69%	-	-
2744	狸	530	0.00%	99.69%	2338	racoon dog
2745	迄	527	0.00%	99.69%	2421	until
2746	雍	524	0.00%	99.69%	-	-
2747	拮	524	0.00%	99.69%	-	-
2748	茹	524	0.00%	99.69%	-	-
2749	膿	524	0.00%	99.69%	2455	pus
2750	乖	523	0.00%	99.69%	-	-
2751	慨	522	0.00%	99.69%	1483	rue
2752	聚	521	0.00%	99.69%	2939	crowd
2753	拙	519	0.00%	99.70%	769	bungling
2754	姜	519	0.00%	99.70%	-	-
2755	辣	519	0.00%	99.70%	-	-
2756	撥	519	0.00%	99.70%	-	-
2757	葡	517	0.00%	99.70%	2378	grape
2758	屑	517	0.00%	99.70%	2219	rubbish
2759	糠	515	0.00%	99.70%	2652	rice bran
2760	淫	515	0.00%	99.70%	2298	lewd
2761	犀	515	0.00%	99.70%	2069	rhinoceros
2762	蓬	515	0.00%	99.70%	2375	wormwood
2763	躊	513	0.00%	99.70%	2996	hesitate
2764	璽	513	0.00%	99.70%	2075	imperial seal
2765	荏	513	0.00%	99.70%	-	-
2766	畝	512	0.00%	99.70%	1017	furrow
2767	繍	512	0.00%	99.70%	2665	embroidery
2768	赳	511	0.00%	99.70%	2936	bold
2769	躇	509	0.00%	99.70%	2994	dither
2770	掟	509	0.00%	99.70%	3007	mandate
2771	冴	509	0.00%	99.70%	2134	sharp
2772	戮	509	0.00%	99.70%	-	-
2773	竿	508	0.00%	99.70%	2632	pole
2774	謗	507	0.00%	99.71%	-	-
2775	肋	507	0.00%	99.71%	2463	rib
2776	淮	507	0.00%	99.71%	-	-
2777	錆	507	0.00%	99.71%	2771	rust
2778	壽	505	0.00%	99.71%	2995	longevity [old]
2779	畏	503	0.00%	99.71%	2569	apprehensive
2780	猥	503	0.00%	99.71%	2336	indecent
2781	寓	503	0.00%	99.71%	2211	imply
2782	肇	502	0.00%	99.71%	2893	founding
2783	莽	501	0.00%	99.71%	-	-
2784	憐	501	0.00%	99.71%	2051	sympathize with
2785	窩	501	0.00%	99.71%	-	-
2786	吃	500	0.00%	99.71%	2175	stammer
2787	酉	499	0.00%	99.71%	1427	sign of the bird
2788	鸞	499	0.00%	99.71%	-	-
2789	膣	498	0.00%	99.71%	-	-
2790	酋	496	0.00%	99.71%	2906	chieftain
2791	埔	494	0.00%	99.71%	-	-
2792	套	493	0.00%	99.71%	2901	hackneyed
2793	尤	493	0.00%	99.71%	2087	understandably
2794	嚆	492	0.00%	99.71%	-	-
2795	桿	491	0.00%	99.72%	-	-
2796	嘔	490	0.00%	99.72%	2999	retch
2797	閤	490	0.00%	99.72%	2776	side gate
2798	柑	489	0.00%	99.72%	2482	citrus tree
2799	恣	487	0.00%	99.72%	-	-
2800	焚	487	0.00%	99.72%	2537	kindle
2801	冑	487	0.00%	99.72%	-	-
2802	實	487	0.00%	99.72%	-	-
2803	冪	487	0.00%	99.72%	-	-
2804	鋏	486	0.00%	99.72%	2773	scissors
2805	幇	484	0.00%	99.72%	-	-
2806	祓	484	0.00%	99.72%	2993	exorcism
2807	唾	484	0.00%	99.72%	2165	saliva
2808	愉	484	0.00%	99.72%	628	pleasure
2809	畷	484	0.00%	99.72%	2072	rice-field footpath
2810	砺	484	0.00%	99.72%	2595	whetstone
2811	楷	482	0.00%	99.72%	-	-
2812	暢	481	0.00%	99.72%	2885	carefree
2813	讒	480	0.00%	99.72%	-	-
2814	范	479	0.00%	99.72%	-	-
2815	穣	478	0.00%	99.72%	2609	bumper crop
2816	簒	478	0.00%	99.72%	-	-
2817	厭	478	0.00%	99.73%	2149	despondent
2818	瞑	477	0.00%	99.73%	2842	close the eyes
2819	蜘	477	0.00%	99.73%	-	-
2820	僑	476	0.00%	99.73%	2120	emigrant
2821	聾	476	0.00%	99.73%	2983	deafness
2822	甕	475	0.00%	99.73%	-	-
2823	馮	474	0.00%	99.73%	-	-
2824	鉤	473	0.00%	99.73%	-	-
2825	箔	473	0.00%	99.73%	2634	foil
2826	祟	472	0.00%	99.73%	2945	cast a spell
2827	屠	471	0.00%	99.73%	2217	butchering
2828	穢	470	0.00%	99.73%	-	-
2829	膵	470	0.00%	99.73%	-	-
2830	蛛	470	0.00%	99.73%	-	-
2831	瑚	470	0.00%	99.73%	2562	coral reef
2832	證	469	0.00%	99.73%	-	-
2833	滸	469	0.00%	99.73%	-	-
2834	饅	469	0.00%	99.73%	2998	bean jam
2835	賈	469	0.00%	99.73%	-	-
2836	檎	468	0.00%	99.73%	2050	apple
2837	欣	467	0.00%	99.73%	2888	elation
2838	莱	466	0.00%	99.73%	-	-
2839	楢	465	0.00%	99.73%	2493	Japanese oak
2840	謬	465	0.00%	99.74%	2720	fallible
2841	溥	465	0.00%	99.74%	-	-
2842	圀	464	0.00%	99.74%	-	-
